date,risk_free_rate
2019-06-19,5.9841
2019-06-20,5.9841
2019-06-21,5.9841
2019-06-24,5.9841
2019-06-25,5.9841
2019-06-26,6.0254
2019-06-27,6.0254
2019-06-28,6.0254
2019-07-01,6.0254
2019-07-02,6.0254
2019-07-03,5.9841
2019-07-04,5.9841
2019-07-05,5.9841
2019-07-08,5.9841
2019-07-09,5.9841
2019-07-10,5.8602
2019-07-11,5.8602
2019-07-12,5.8602
2019-07-15,5.8602
2019-07-16,5.8602
2019-07-17,5.7364
2019-07-18,5.7364
2019-07-19,5.7364
2019-07-22,5.7364
2019-07-23,5.7364
2019-07-24,5.7364
2019-07-25,5.7364
2019-07-26,5.7364
2019-07-29,5.7364
2019-07-30,5.7364
2019-07-31,5.6539
2019-08-01,5.6539
2019-08-02,5.6539
2019-08-05,5.6539
2019-08-06,5.6539
2019-08-07,5.4477
2019-08-08,5.4477
2019-08-09,5.4477
2019-08-12,5.4477
2019-08-13,5.4477
2019-08-14,5.4889
2019-08-15,5.4889
2019-08-16,5.4889
2019-08-19,5.4889
2019-08-20,5.4889
2019-08-21,5.4477
2019-08-22,5.4477
2019-08-23,5.4477
2019-08-26,5.4477
2019-08-27,5.4477
2019-08-28,5.4065
2019-08-29,5.4065
2019-08-30,5.4065
2019-09-02,5.4065
2019-09-03,5.4065
2019-09-04,5.3653
2019-09-05,5.3653
2019-09-06,5.3653
2019-09-09,5.3653
2019-09-10,5.3653
2019-09-11,5.3241
2019-09-12,5.3241
2019-09-13,5.3241
2019-09-16,5.3241
2019-09-17,5.3241
2019-09-18,5.283
2019-09-19,5.283
2019-09-20,5.283
2019-09-23,5.283
2019-09-24,5.283
2019-09-25,5.4065
2019-09-26,5.4065
2019-09-27,5.4065
2019-09-30,5.4065
2019-10-01,5.3241
2019-10-02,5.3241
2019-10-03,5.3241
2019-10-04,5.3241
2019-10-07,5.3241
2019-10-08,5.3241
2019-10-09,5.2006
2019-10-10,5.2006
2019-10-11,5.2006
2019-10-14,5.2006
2019-10-15,5.2006
2019-10-16,5.1183
2019-10-17,5.1183
2019-10-18,5.1183
2019-10-21,5.1183
2019-10-22,5.1183
2019-10-23,5.0772
2019-10-24,5.0772
2019-10-25,5.0772
2019-10-28,5.0772
2019-10-29,5.0772
2019-10-30,5.0361
2019-10-31,5.0361
2019-11-01,5.0361
2019-11-04,5.0361
2019-11-05,5.0361
2019-11-06,5.034
2019-11-07,5.034
2019-11-08,5.034
2019-11-11,5.034
2019-11-12,5.034
2019-11-13,5.0505
2019-11-14,5.0505
2019-11-15,5.0505
2019-11-18,5.0505
2019-11-19,5.0505
2019-11-20,5.0196
2019-11-21,5.0196
2019-11-22,5.0196
2019-11-25,5.0196
2019-11-26,5.0196
2019-11-27,4.9896
2019-11-28,4.9896
2019-11-29,4.9896
2019-12-02,4.9896
2019-12-03,4.9896
2019-12-04,4.8901
2019-12-05,4.8901
2019-12-06,4.8901
2019-12-09,4.8901
2019-12-10,4.8901
2019-12-11,4.9982
2019-12-12,4.9982
2019-12-13,4.9982
2019-12-16,4.9982
2019-12-17,4.9982
2019-12-18,5.0073
2019-12-19,5.0073
2019-12-20,5.0073
2019-12-23,5.0073
2019-12-24,5.0258
2019-12-25,5.0258
2019-12-26,5.0258
2019-12-27,5.0258
2019-12-30,5.0258
2019-12-31,5.0258
2020-01-01,4.9386
2020-01-02,4.9386
2020-01-03,4.9386
2020-01-06,4.9386
2020-01-07,4.9386
2020-01-08,5.0525
2020-01-09,5.0525
2020-01-10,5.0525
2020-01-13,5.0525
2020-01-14,5.0525
2020-01-15,5.1381
2020-01-16,5.1381
2020-01-17,5.1381
2020-01-20,5.1381
2020-01-21,5.1381
2020-01-22,5.1167
2020-01-23,5.1167
2020-01-24,5.1167
2020-01-27,5.1167
2020-01-28,5.1167
2020-01-29,5.1266
2020-01-30,5.1266
2020-01-31,5.1266
2020-02-03,5.1266
2020-02-04,5.1266
2020-02-05,5.1241
2020-02-06,5.1241
2020-02-07,5.1241
2020-02-10,5.1241
2020-02-11,5.1241
2020-02-12,5.0949
2020-02-13,5.0949
2020-02-14,5.0949
2020-02-17,5.0949
2020-02-18,5.0566
2020-02-19,5.0566
2020-02-20,5.0566
2020-02-21,5.0566
2020-02-24,5.0566
2020-02-25,5.0566
2020-02-26,5.0793
2020-02-27,5.0793
2020-02-28,5.0793
2020-03-02,5.0793
2020-03-03,5.0793
2020-03-04,4.9538
2020-03-05,4.9538
2020-03-06,4.9538
2020-03-09,4.9538
2020-03-10,4.9538
2020-03-11,4.8696
2020-03-12,4.8696
2020-03-13,4.8696
2020-03-16,4.8696
2020-03-17,4.8696
2020-03-18,4.8297
2020-03-19,4.8297
2020-03-20,4.8297
2020-03-23,4.8297
2020-03-24,5.283
2020-03-25,5.283
2020-03-26,5.283
2020-03-27,5.283
2020-03-30,4.3595
2020-03-31,4.3595
2020-04-01,4.3595
2020-04-02,4.3595
2020-04-03,4.3595
2020-04-06,4.3595
2020-04-07,4.3595
2020-04-08,4.2972
2020-04-09,4.2972
2020-04-10,4.2972
2020-04-13,4.2972
2020-04-14,4.2972
2020-04-15,4.1493
2020-04-16,4.1493
2020-04-17,4.1493
2020-04-20,4.1493
2020-04-21,4.1493
2020-04-22,3.7297
2020-04-23,3.7297
2020-04-24,3.7297
2020-04-27,3.7297
2020-04-28,3.7297
2020-04-29,3.6427
2020-04-30,3.6427
2020-05-01,3.6427
2020-05-04,3.6427
2020-05-05,3.6427
2020-05-06,3.5202
2020-05-07,3.5202
2020-05-08,3.5202
2020-05-11,3.5202
2020-05-12,3.5202
2020-05-13,3.4794
2020-05-14,3.4794
2020-05-15,3.4794
2020-05-18,3.4794
2020-05-19,3.4794
2020-05-20,3.2795
2020-05-21,3.2795
2020-05-22,3.2795
2020-05-25,3.2795
2020-05-26,3.2795
2020-05-27,3.1939
2020-05-28,3.1939
2020-05-29,3.1939
2020-06-01,3.1939
2020-06-02,3.1939
2020-06-03,3.3501
2020-06-04,3.3501
2020-06-05,3.3501
2020-06-08,3.3501
2020-06-09,3.3501
2020-06-10,3.4096
2020-06-11,3.4096
2020-06-12,3.4096
2020-06-15,3.4096
2020-06-16,3.4096
2020-06-17,3.2897
2020-06-18,3.2897
2020-06-19,3.2897
2020-06-22,3.2897
2020-06-23,3.2897
2020-06-24,3.1947
2020-06-25,3.1947
2020-06-26,3.1947
2020-06-29,3.1947
2020-06-30,3.1947
2020-07-01,3.1426
2020-07-02,3.1426
2020-07-03,3.1426
2020-07-06,3.1426
2020-07-07,3.1426
2020-07-08,3.178
2020-07-09,3.178
2020-07-10,3.178
2020-07-13,3.178
2020-07-14,3.178
2020-07-15,3.2196
2020-07-16,3.2196
2020-07-17,3.2196
2020-07-20,3.2196
2020-07-21,3.2196
2020-07-22,3.2489
2020-07-23,3.2489
2020-07-24,3.2489
2020-07-27,3.2489
2020-07-28,3.2489
2020-07-29,3.2979
2020-07-30,3.2979
2020-07-31,3.2979
2020-08-03,3.2979
2020-08-04,3.2979
2020-08-05,3.2815
2020-08-06,3.2815
2020-08-07,3.2815
2020-08-10,3.2815
2020-08-11,3.2815
2020-08-12,3.2689
2020-08-13,3.2689
2020-08-14,3.2689
2020-08-17,3.2689
2020-08-18,3.2689
2020-08-19,3.1491
2020-08-20,3.1491
2020-08-21,3.1491
2020-08-24,3.1491
2020-08-25,3.1491
2020-08-26,3.2367
2020-08-27,3.2367
2020-08-28,3.2367
2020-08-31,3.2367
2020-09-01,3.2367
2020-09-02,3.1939
2020-09-03,3.1939
2020-09-04,3.1939
2020-09-07,3.1939
2020-09-08,3.1939
2020-09-09,3.2294
2020-09-10,3.2294
2020-09-11,3.2294
2020-09-14,3.2294
2020-09-15,3.2294
2020-09-16,3.3195
2020-09-17,3.3195
2020-09-18,3.3195
2020-09-21,3.3195
2020-09-22,3.3195
2020-09-23,3.3578
2020-09-24,3.3578
2020-09-25,3.3578
2020-09-28,3.3578
2020-09-29,3.3578
2020-09-30,3.3578
2020-10-01,3.3578
2020-10-02,3.3578
2020-10-05,3.3578
2020-10-06,3.3578
2020-10-07,3.2754
2020-10-08,3.2754
2020-10-09,3.2754
2020-10-12,3.2754
2020-10-13,3.2754
2020-10-14,3.2489
2020-10-15,3.2489
2020-10-16,3.2489
2020-10-19,3.2489
2020-10-20,3.2489
2020-10-21,3.1878
2020-10-22,3.1878
2020-10-23,3.1878
2020-10-26,3.1878
2020-10-27,3.1878
2020-10-28,3.1972
2020-10-29,3.1972
2020-10-30,3.1972
2020-11-02,3.1972
2020-11-03,3.1972
2020-11-04,3.1735
2020-11-05,3.1735
2020-11-06,3.1735
2020-11-09,3.1735
2020-11-10,3.1735
2020-11-11,3.1442
2020-11-12,3.1442
2020-11-13,3.1442
2020-11-16,3.1442
2020-11-17,3.1442
2020-11-18,2.9789
2020-11-19,2.9789
2020-11-20,2.9789
2020-11-23,2.9789
2020-11-24,2.9789
2020-11-25,2.9292
2020-11-26,2.9292
2020-11-27,2.9292
2020-11-30,2.9292
2020-12-01,2.9292
2020-12-02,3.0473
2020-12-03,3.0473
2020-12-04,3.0473
2020-12-07,3.0473
2020-12-08,3.0473
2020-12-09,3.1092
2020-12-10,3.1092
2020-12-11,3.1092
2020-12-14,3.1092
2020-12-15,3.1092
2020-12-16,3.1275
2020-12-17,3.1275
2020-12-18,3.1275
2020-12-21,3.1275
2020-12-22,3.1275
2020-12-23,3.1092
2020-12-24,3.1092
2020-12-25,3.1092
2020-12-28,3.1092
2020-12-29,3.1092
2020-12-30,3.079
2020-12-31,3.079
2021-01-01,3.079
2021-01-04,3.079
2021-01-05,3.079
2021-01-06,3.0379
2021-01-07,3.0379
2021-01-08,3.0379
2021-01-11,3.0379
2021-01-12,3.0379
2021-01-13,3.2799
2021-01-14,3.2799
2021-01-15,3.2799
2021-01-18,3.2799
2021-01-19,3.2799
2021-01-20,3.324
2021-01-21,3.324
2021-01-22,3.324
2021-01-25,3.324
2021-01-26,3.324
2021-01-27,3.3468
2021-01-28,3.3468
2021-01-29,3.3468
2021-02-01,3.3468
2021-02-02,3.3468
2021-02-03,3.37
2021-02-04,3.37
2021-02-05,3.37
2021-02-08,3.37
2021-02-09,3.37
2021-02-10,3.3341
2021-02-11,3.3341
2021-02-12,3.3341
2021-02-15,3.3341
2021-02-16,3.3341
2021-02-17,3.1845
2021-02-18,3.1845
2021-02-19,3.1845
2021-02-22,3.1845
2021-02-23,3.1845
2021-02-24,3.1699
2021-02-25,3.1699
2021-02-26,3.1699
2021-03-01,3.1699
2021-03-02,3.1699
2021-03-03,3.2204
2021-03-04,3.2204
2021-03-05,3.2204
2021-03-08,3.2204
2021-03-09,3.2204
2021-03-10,3.2485
2021-03-11,3.2485
2021-03-12,3.2485
2021-03-15,3.2485
2021-03-16,3.2485
2021-03-17,3.2885
2021-03-18,3.2885
2021-03-19,3.2885
2021-03-22,3.2885
2021-03-23,3.2885
2021-03-24,3.328
2021-03-25,3.328
2021-03-26,3.328
2021-03-29,3.328
2021-03-30,3.3162
2021-03-31,3.3162
2021-04-01,3.3162
2021-04-02,3.3162
2021-04-05,3.3162
2021-04-06,3.3162
2021-04-07,3.3505
2021-04-08,3.3505
2021-04-09,3.3505
2021-04-12,3.3496
2021-04-13,3.3496
2021-04-14,3.3496
2021-04-15,3.3496
2021-04-16,3.3496
2021-04-19,3.3496
2021-04-20,3.3382
2021-04-21,3.3382
2021-04-22,3.3382
2021-04-23,3.3382
2021-04-26,3.3382
2021-04-27,3.3382
2021-04-28,3.3199
2021-04-29,3.3199
2021-04-30,3.3199
2021-05-03,3.3199
2021-05-04,3.3199
2021-05-05,3.3346
2021-05-06,3.3346
2021-05-07,3.3346
2021-05-10,3.3346
2021-05-11,3.3346
2021-05-12,3.3692
2021-05-13,3.3692
2021-05-14,3.3692
2021-05-17,3.3692
2021-05-18,3.3692
2021-05-19,3.3786
2021-05-20,3.3786
2021-05-21,3.3786
2021-05-24,3.3786
2021-05-25,3.3998
2021-05-26,3.3998
2021-05-27,3.3998
2021-05-28,3.3998
2021-05-31,3.3998
2021-06-01,3.3998
2021-06-02,3.4125
2021-06-03,3.4125
2021-06-04,3.4125
2021-06-07,3.4125
2021-06-08,3.4125
2021-06-09,3.4035
2021-06-10,3.4035
2021-06-11,3.4035
2021-06-14,3.4035
2021-06-15,3.4035
2021-06-16,3.4692
2021-06-17,3.4692
2021-06-18,3.4692
2021-06-21,3.4692
2021-06-22,3.4692
2021-06-23,3.4679
2021-06-24,3.4679
2021-06-25,3.4679
2021-06-28,3.4679
2021-06-29,3.4679
2021-06-30,3.4443
2021-07-01,3.4443
2021-07-02,3.4443
2021-07-05,3.4443
2021-07-06,3.4443
2021-07-07,3.4439
2021-07-08,3.4439
2021-07-09,3.4439
2021-07-12,3.4439
2021-07-13,3.4439
2021-07-14,3.4341
2021-07-15,3.4341
2021-07-16,3.4341
2021-07-19,3.4341
2021-07-20,3.419
2021-07-21,3.419
2021-07-22,3.419
2021-07-23,3.419
2021-07-26,3.419
2021-07-27,3.419
2021-07-28,3.388
2021-07-29,3.388
2021-07-30,3.388
2021-08-02,3.388
2021-08-03,3.388
2021-08-04,3.3815
2021-08-05,3.3815
2021-08-06,3.3815
2021-08-09,3.3815
2021-08-10,3.3815
2021-08-11,3.3892
2021-08-12,3.3892
2021-08-13,3.3892
2021-08-16,3.3892
2021-08-17,3.3892
2021-08-18,3.328
2021-08-19,3.328
2021-08-20,3.328
2021-08-23,3.328
2021-08-24,3.328
2021-08-25,3.2958
2021-08-26,3.2958
2021-08-27,3.2958
2021-08-30,3.2958
2021-08-31,3.2958
2021-09-01,3.2856
2021-09-02,3.2856
2021-09-03,3.2856
2021-09-06,3.2856
2021-09-07,3.2856
2021-09-08,3.2889
2021-09-09,3.2889
2021-09-10,3.2889
2021-09-13,3.2889
2021-09-14,3.2889
2021-09-15,3.3044
2021-09-16,3.3044
2021-09-17,3.3044
2021-09-20,3.3044
2021-09-21,3.3044
2021-09-22,3.3439
2021-09-23,3.3439
2021-09-24,3.3439
2021-09-27,3.3439
2021-09-28,3.3439
2021-09-29,3.4488
2021-09-30,3.4488
2021-10-01,3.4488
2021-10-04,3.4488
2021-10-05,3.4488
2021-10-06,3.4777
2021-10-07,3.4777
2021-10-08,3.4777
2021-10-11,3.4777
2021-10-12,3.4777
2021-10-13,3.3937
2021-10-14,3.3937
2021-10-15,3.3937
2021-10-18,3.3937
2021-10-19,3.3937
2021-10-20,3.4496
2021-10-21,3.4496
2021-10-22,3.4496
2021-10-25,3.4496
2021-10-26,3.4496
2021-10-27,3.561
2021-10-28,3.561
2021-10-29,3.561
2021-11-01,3.561
2021-11-02,3.6488
2021-11-03,3.6488
2021-11-04,3.6488
2021-11-05,3.6488
2021-11-08,3.6488
2021-11-09,3.6488
2021-11-10,3.539
2021-11-11,3.539
2021-11-12,3.539
2021-11-15,3.539
2021-11-16,3.539
2021-11-17,3.5222
2021-11-18,3.5222
2021-11-19,3.5222
2021-11-22,3.5222
2021-11-23,3.5222
2021-11-24,3.53
2021-11-25,3.53
2021-11-26,3.53
2021-11-29,3.53
2021-11-30,3.53
2021-12-01,3.5243
2021-12-02,3.5243
2021-12-03,3.5243
2021-12-06,3.5243
2021-12-07,3.5243
2021-12-08,3.4945
2021-12-09,3.4945
2021-12-10,3.4945
2021-12-13,3.4945
2021-12-14,3.4945
2021-12-15,3.5296
2021-12-16,3.5296
2021-12-17,3.5296
2021-12-20,3.5296
2021-12-21,3.5296
2021-12-22,3.7023
2021-12-23,3.7023
2021-12-24,3.7023
2021-12-27,3.7023
2021-12-28,3.7023
2021-12-29,3.657
2021-12-30,3.657
2021-12-31,3.657
2022-01-03,3.657
2022-01-04,3.657
2022-01-05,3.5594
2022-01-06,3.5594
2022-01-07,3.5594
2022-01-10,3.5594
2022-01-11,3.5594
2022-01-12,3.5671
2022-01-13,3.5671
2022-01-14,3.5671
2022-01-17,3.5671
2022-01-18,3.5671
2022-01-19,3.6856
2022-01-20,3.6856
2022-01-21,3.6856
2022-01-24,3.6856
2022-01-25,3.708
2022-01-26,3.708
2022-01-27,3.708
2022-01-28,3.708
2022-01-31,3.708
2022-02-01,3.708
2022-02-02,3.8838
2022-02-03,3.8838
2022-02-04,3.8838
2022-02-07,3.8838
2022-02-08,3.8838
2022-02-09,3.8887
2022-02-10,3.8887
2022-02-11,3.8887
2022-02-14,3.8887
2022-02-15,3.8887
2022-02-16,3.677
2022-02-17,3.677
2022-02-18,3.677
2022-02-21,3.677
2022-02-22,3.677
2022-02-23,3.6954
2022-02-24,3.6954
2022-02-25,3.6954
2022-02-28,3.6954
2022-03-01,3.6954
2022-03-02,3.7448
2022-03-03,3.7448
2022-03-04,3.7448
2022-03-07,3.7448
2022-03-08,3.7448
2022-03-09,3.8061
2022-03-10,3.8061
2022-03-11,3.8061
2022-03-14,3.8061
2022-03-15,3.8061
2022-03-16,3.7689
2022-03-17,3.7689
2022-03-18,3.7689
2022-03-21,3.7689
2022-03-22,3.7689
2022-03-23,3.7992
2022-03-24,3.7992
2022-03-25,3.7992
2022-03-28,3.7992
2022-03-29,3.7992
2022-03-30,3.84
2022-03-31,3.84
2022-04-01,3.84
2022-04-04,3.84
2022-04-05,3.84
2022-04-06,3.8682
2022-04-07,3.8682
2022-04-08,3.8682
2022-04-11,3.8682
2022-04-12,3.9795
2022-04-13,3.9795
2022-04-14,3.9795
2022-04-15,3.9795
2022-04-18,3.9795
2022-04-19,3.9795
2022-04-20,3.9599
2022-04-21,3.9599
2022-04-22,3.9599
2022-04-25,3.9599
2022-04-26,3.9599
2022-04-27,3.9799
2022-04-28,3.9799
2022-04-29,3.9799
2022-05-02,3.9799
2022-05-03,3.9799
2022-05-04,4.029
2022-05-05,4.029
2022-05-06,4.029
2022-05-09,4.029
2022-05-10,4.029
2022-05-11,4.9538
2022-05-12,4.9538
2022-05-13,4.9538
2022-05-16,4.9538
2022-05-17,4.9538
2022-05-18,4.9127
2022-05-19,4.9127
2022-05-20,4.9127
2022-05-23,4.9127
2022-05-24,4.9127
2022-05-25,4.8869
2022-05-26,4.8869
2022-05-27,4.8869
2022-05-30,4.8869
2022-05-31,4.8869
2022-06-01,4.9538
2022-06-02,4.9538
2022-06-03,4.9538
2022-06-06,4.9538
2022-06-07,4.9538
2022-06-08,4.9991
2022-06-09,4.9991
2022-06-10,4.9991
2022-06-13,4.9991
2022-06-14,4.9991
2022-06-15,5.0566
2022-06-16,5.0566
2022-06-17,5.0566
2022-06-20,5.0566
2022-06-21,5.0566
2022-06-22,5.0875
2022-06-23,5.0875
2022-06-24,5.0875
2022-06-27,5.0875
2022-06-28,5.0875
2022-06-29,5.1595
2022-06-30,5.1595
2022-07-01,5.1595
2022-07-04,5.1595
2022-07-05,5.1595
2022-07-06,5.1389
2022-07-07,5.1389
2022-07-08,5.1389
2022-07-11,5.1389
2022-07-12,5.1389
2022-07-13,5.2401
2022-07-14,5.2401
2022-07-15,5.2401
2022-07-18,5.2401
2022-07-19,5.2401
2022-07-20,5.3987
2022-07-21,5.3987
2022-07-22,5.3987
2022-07-25,5.3987
2022-07-26,5.3987
2022-07-27,5.6229
2022-07-28,5.6229
2022-07-29,5.6229
2022-08-01,5.6229
2022-08-02,5.6229
2022-08-03,5.5586
2022-08-04,5.5586
2022-08-05,5.5586
2022-08-08,5.5586
2022-08-09,5.5586
2022-08-10,5.5949
2022-08-11,5.5949
2022-08-12,5.5949
2022-08-15,5.5949
2022-08-16,5.5949
2022-08-17,5.5598
2022-08-18,5.5598
2022-08-19,5.5598
2022-08-22,5.5598
2022-08-23,5.5598
2022-08-24,5.5998
2022-08-25,5.5998
2022-08-26,5.5998
2022-08-29,5.5998
2022-08-30,5.6341
2022-08-31,5.6341
2022-09-01,5.6341
2022-09-02,5.6341
2022-09-05,5.6341
2022-09-06,5.6341
2022-09-07,5.6287
2022-09-08,5.6287
2022-09-09,5.6287
2022-09-12,5.6287
2022-09-13,5.6287
2022-09-14,5.7153
2022-09-15,5.7153
2022-09-16,5.7153
2022-09-19,5.7153
2022-09-20,5.7153
2022-09-21,5.88
2022-09-22,5.88
2022-09-23,5.88
2022-09-26,5.88
2022-09-27,5.88
2022-09-28,6.1776
2022-09-29,6.1776
2022-09-30,6.1776
2022-10-03,6.1776
2022-10-04,6.0783
2022-10-05,6.0783
2022-10-06,6.0783
2022-10-07,6.0783
2022-10-10,6.0783
2022-10-11,6.0783
2022-10-12,6.3145
2022-10-13,6.3145
2022-10-14,6.3145
2022-10-17,6.3145
2022-10-18,6.3145
2022-10-19,6.3563
2022-10-20,6.3563
2022-10-21,6.3563
2022-10-24,6.3563
2022-10-25,6.3563
2022-10-26,6.3563
2022-10-27,6.3994
2022-10-28,6.3994
2022-10-31,6.3994
2022-11-01,6.3994
2022-11-02,6.4702
2022-11-03,6.4702
2022-11-04,6.4702
2022-11-07,6.4702
2022-11-08,6.4702
2022-11-09,6.4764
2022-11-10,6.4764
2022-11-11,6.4764
2022-11-14,6.4764
2022-11-15,6.4764
2022-11-16,6.4374
2022-11-17,6.4374
2022-11-18,6.4374
2022-11-21,6.4374
2022-11-22,6.4374
2022-11-23,6.4482
2022-11-24,6.4482
2022-11-25,6.4482
2022-11-28,6.4482
2022-11-29,6.4482
2022-11-30,6.3977
2022-12-01,6.3977
2022-12-02,6.3977
2022-12-05,6.3977
2022-12-06,6.3977
2022-12-07,6.4474
2022-12-08,6.4474
2022-12-09,6.4474
2022-12-12,6.4474
2022-12-13,6.4474
2022-12-14,6.3977
2022-12-15,6.3977
2022-12-16,6.3977
2022-12-19,6.3977
2022-12-20,6.3977
2022-12-21,6.394
2022-12-22,6.394
2022-12-23,6.394
2022-12-26,6.394
2022-12-27,6.394
2022-12-28,6.3099
2022-12-29,6.3099
2022-12-30,6.3099
2023-01-02,6.3099
2023-01-03,6.3099
2023-01-04,6.3571
2023-01-05,6.3571
2023-01-06,6.3571
2023-01-09,6.3571
2023-01-10,6.3571
2023-01-11,6.389
2023-01-12,6.389
2023-01-13,6.389
2023-01-16,6.389
2023-01-17,6.389
2023-01-18,6.4238
2023-01-19,6.4238
2023-01-20,6.4238
2023-01-23,6.4238
2023-01-24,6.4238
2023-01-25,6.4731
2023-01-26,6.4731
2023-01-27,6.4731
2023-01-30,6.4731
2023-01-31,6.4731
2023-02-01,6.5588
2023-02-02,6.5588
2023-02-03,6.5588
2023-02-06,6.5588
2023-02-07,6.5588
2023-02-08,6.6699
2023-02-09,6.6699
2023-02-10,6.6699
2023-02-13,6.6699
2023-02-14,6.6699
2023-02-15,6.7292
2023-02-16,6.7292
2023-02-17,6.7292
2023-02-20,6.7292
2023-02-21,6.7292
2023-02-22,6.8154
2023-02-23,6.8154
2023-02-24,6.8154
2023-02-27,6.8154
2023-02-28,6.8154
2023-03-01,6.9391
2023-03-02,6.9391
2023-03-03,6.9391
2023-03-06,6.9391
2023-03-07,6.9391
2023-03-08,6.9677
2023-03-09,6.9677
2023-03-10,6.9677
2023-03-13,6.9677
2023-03-14,6.9677
2023-03-15,6.8573
2023-03-16,6.8573
2023-03-17,6.8573
2023-03-20,6.8573
2023-03-21,6.8573
2023-03-22,6.8573
2023-03-23,6.7366
2023-03-24,6.7366
2023-03-27,6.7366
2023-03-28,6.7366
2023-03-29,6.7366
2023-03-30,6.7366
2023-03-31,6.7366
2023-04-03,6.7366
2023-04-04,6.7366
2023-04-05,6.9192
2023-04-06,6.9192
2023-04-07,6.9192
2023-04-10,6.9192
2023-04-11,6.9192
2023-04-12,6.73
2023-04-13,6.73
2023-04-14,6.73
2023-04-17,6.73
2023-04-18,6.73
2023-04-19,6.7764
2023-04-20,6.7764
2023-04-21,6.7764
2023-04-24,6.7764
2023-04-25,6.7764
2023-04-26,6.8225
2023-04-27,6.8225
2023-04-28,6.8225
2023-05-01,6.8225
2023-05-02,6.8225
2023-05-03,6.8984
2023-05-04,6.8984
2023-05-05,6.8984
2023-05-08,6.8984
2023-05-09,6.8984
2023-05-10,6.9482
2023-05-11,6.9482
2023-05-12,6.9482
2023-05-15,6.9482
2023-05-16,6.9482
2023-05-17,6.8391
2023-05-18,6.8391
2023-05-19,6.8391
2023-05-22,6.8391
2023-05-23,6.8391
2023-05-24,6.7677
2023-05-25,6.7677
2023-05-26,6.7677
2023-05-29,6.7677
2023-05-30,6.7677
2023-05-31,6.7839
2023-06-01,6.7839
2023-06-02,6.7839
2023-06-05,6.7839
2023-06-06,6.7839
2023-06-07,6.7545
2023-06-08,6.7545
2023-06-09,6.7545
2023-06-12,6.7545
2023-06-13,6.7545
2023-06-14,6.7876
2023-06-15,6.7876
2023-06-16,6.7876
2023-06-19,6.7876
2023-06-20,6.7876
2023-06-21,6.737
2023-06-22,6.737
2023-06-23,6.737
2023-06-26,6.737
2023-06-27,6.737
2023-06-28,6.7599
2023-06-29,6.7599
2023-06-30,6.7599
2023-07-03,6.7599
2023-07-04,6.7599
2023-07-05,6.72
2023-07-06,6.72
2023-07-07,6.72
2023-07-10,6.72
2023-07-11,6.72
2023-07-12,6.7399
2023-07-13,6.7399
2023-07-14,6.7399
2023-07-17,6.7399
2023-07-18,6.7399
2023-07-19,6.7138
2023-07-20,6.7138
2023-07-21,6.7138
2023-07-24,6.7138
2023-07-25,6.7138
2023-07-26,6.72
2023-07-27,6.72
2023-07-28,6.72
2023-07-31,6.72
2023-08-01,6.72
2023-08-02,6.7188
2023-08-03,6.7188
2023-08-04,6.7188
2023-08-07,6.7188
2023-08-08,6.7188
2023-08-09,6.7487
2023-08-10,6.7487
2023-08-11,6.7487
2023-08-14,6.7487
2023-08-15,6.7487
2023-08-16,6.7487
2023-08-17,6.8781
2023-08-18,6.8781
2023-08-21,6.8781
2023-08-22,6.8781
2023-08-23,6.8569
2023-08-24,6.8569
2023-08-25,6.8569
2023-08-28,6.8569
2023-08-29,6.8569
2023-08-30,6.8225
2023-08-31,6.8225
2023-09-01,6.8225
2023-09-04,6.8225
2023-09-05,6.8225
2023-09-06,6.8001
2023-09-07,6.8001
2023-09-08,6.8001
2023-09-11,6.8001
2023-09-12,6.8001
2023-09-13,6.8474
2023-09-14,6.8474
2023-09-15,6.8474
2023-09-18,6.8474
2023-09-19,6.8474
2023-09-20,6.8548
2023-09-21,6.8548
2023-09-22,6.8548
2023-09-25,6.8548
2023-09-26,6.8548
2023-09-27,6.8648
2023-09-28,6.8648
2023-09-29,6.8648
2023-10-02,6.8648
2023-10-03,6.8648
2023-10-04,6.864
2023-10-05,6.864
2023-10-06,6.864
2023-10-09,6.864
2023-10-10,6.864
2023-10-11,6.8847
2023-10-12,6.8847
2023-10-13,6.8847
2023-10-16,6.8847
2023-10-17,6.8847
2023-10-18,6.893
2023-10-19,6.893
2023-10-20,6.893
2023-10-23,6.893
2023-10-24,6.893
2023-10-25,6.9349
2023-10-26,6.9349
2023-10-27,6.9349
2023-10-30,6.9349
2023-10-31,6.9349
2023-11-01,6.9325
2023-11-02,6.9325
2023-11-03,6.9325
2023-11-06,6.9325
2023-11-07,6.9325
2023-11-08,6.9221
2023-11-09,6.9221
2023-11-10,6.9221
2023-11-13,6.9221
2023-11-14,6.9221
2023-11-15,6.9374
2023-11-16,6.9374
2023-11-17,6.9374
2023-11-20,6.9374
2023-11-21,6.9374
2023-11-22,6.9474
2023-11-23,6.9474
2023-11-24,6.9474
2023-11-27,6.9474
2023-11-28,6.9474
2023-11-29,6.9599
2023-11-30,6.9599
2023-12-01,6.9599
2023-12-04,6.9599
2023-12-05,6.9599
2023-12-06,6.9549
2023-12-07,6.9549
2023-12-08,6.9549
2023-12-11,6.9549
2023-12-12,6.9549
2023-12-13,6.9781
2023-12-14,6.9781
2023-12-15,6.9781
2023-12-18,6.9781
2023-12-19,6.9781
2023-12-20,6.9441
2023-12-21,6.9441
