date,vix_level,vix_5d_chg,vix_20d_chg,vix_zscore,vix_above_25,usdinr_5d_chg,usdinr_20d_vol,crude_5d_chg,crude_20d_vol,repo_rate,rfr,rate_spread,market_ret_5d,market_ret_20d,market_vol_20d,market_vol_60d,bank_mom_10d,it_mom_10d,fmcg_mom_10d,bank_vs_nifty,fii_net,dii_net,combined_flow,fii_dii_ratio
2015-03-20,14.260000228881836,-0.04742819141498189,-0.3009803678658498,,0,-0.0008318504659952097,0.00377517390917065,0.01943526401925233,0.026946105161584764,6.75,8.311,-1.561,-0.008926381326539619,-0.03715023523067861,0.00944523164342217,,-0.05954930236764788,-0.02413317808807669,-0.049078639195286655,-0.02239906713696927,,,,
2015-03-23,14.270000457763672,-0.05994728782066183,-0.3291020145439141,,0,-0.01072700274345717,0.003781594769438794,0.07821788138598285,0.028443171324406772,6.75,8.311,-1.561,-0.009572903288657836,-0.03252600207816801,0.009370041110824179,,-0.03706020059311399,-0.014416430464132546,-0.04300617157842268,-0.004534198514945978,,,,
2015-03-24,13.670000076293944,-0.09649702756799516,-0.36800736908537834,,0,-0.009055222777455185,0.0038356330429684857,0.0890992261078174,0.028237118956963486,6.75,8.311,-1.561,-0.02089118003778152,-0.0245128727382068,0.009210666451627018,,-0.03867997575471804,-0.018308369742104702,-0.0406876159756937,-0.014167103016511244,,,,
2015-03-25,13.140000343322754,-0.15280463253287413,-0.39025518289925143,,0,-0.005412623083291379,0.0038325872678133754,0.09701859327803364,0.02942741319485471,6.75,8.2692,-1.5191999999999997,-0.018017945393163273,-0.026752436818475934,0.009198140479924628,,-0.03929933033329114,-0.010314214789898912,-0.040313785734747754,-0.012546893514815204,,,,
2015-03-26,15.15999984741211,-0.0026315764707210976,-0.27045238948645234,,0,-0.0036914106578453953,0.0038815966669483127,0.15694155701158596,0.03011671306536358,6.75,8.2692,-1.5191999999999997,-0.03446219956271786,-0.049702164487882894,0.010309672109067317,,-0.07090200541841796,-0.042887123293446905,-0.06947567463664583,-0.021199840930535063,,,,
2015-03-27,14.5,0.01683027820939831,-0.29543245608579993,,0,0.005522180400601151,0.0038161401305020367,0.06662782379965426,0.029555191869997686,6.75,8.2692,-1.5191999999999997,-0.02714167535449389,-0.04023381891803217,0.010184411576916545,,-0.039924201034482465,-0.02830841299071274,-0.05802901556694451,0.00030961788354970377,,,,
2015-03-30,14.260000228881836,-0.000700786864824221,-0.2713336509323885,,0,0.0017931689970414055,0.003986782252287591,0.02559173325359909,0.028602131685447365,6.75,8.2692,-1.5191999999999997,-0.0068767386639400595,-0.04064721154861206,0.010141256689557872,,-0.02556909983875677,-0.025955902531482167,-0.027575288023395927,0.01507811170985529,,,,
2015-03-31,14.489999771118164,0.059985346762816416,-0.08580445284667271,,0,0.004585828863064023,0.0039547846213928125,0.0018925493109702707,0.028996735199575754,6.75,8.2692,-1.5191999999999997,-0.006099625252608888,-0.0534006589553498,0.009556862544576153,,-0.045713150562590954,-0.024537203040553734,-0.04133776803497469,0.007687508392758849,,,,
2015-04-01,13.670000076293944,0.040334834027650146,-0.11749514020120877,,0,0.00044949397167215466,0.003965603629242751,0.017724554142411364,0.031043470401666485,6.75,8.2692,-1.5191999999999997,0.006478965699634416,-0.04664573729392257,0.009931890637209964,0.010138774139349528,-0.028038341163481917,-0.02673887268757902,-0.020972333122701414,0.018607396130440657,7864.4,11511.5,19375.9,0.6831183496199783
2015-04-06,14.56999969482422,-0.03891821626163172,-0.04144737647015628,,0,-0.00645671951284843,0.004063650030854406,0.01371073107870835,0.03205589710132896,7.25,7.8519,-0.6018999999999997,0.03738219653289657,-0.02988981118078013,0.010114595842408487,0.010187998727847853,-0.010995316931492027,-0.02524012177274848,0.008638272980908468,0.018894494249288102,7864.4,11511.5,19375.9,0.6831183496199783
2015-04-07,14.25,-0.017241379310344862,-0.01315786605987268,,0,-0.01231504634676206,0.0036340333462767478,0.09944990968380552,0.032701141533190696,7.25,7.8519,-0.6018999999999997,0.0375182266341435,-0.031534538202858835,0.0100939997215602,0.009342257696500017,-0.007392943524997975,-0.030729860319386404,0.03672509639421406,0.02414159467786086,7864.4,11511.5,19375.9,0.6831183496199783
