date,adj_close,volume
2015-01-01,559.4362182617188,713338
2015-01-02,553.8284301757812,1279856
2015-01-05,551.0244750976562,1456708
2015-01-06,547.9494018554688,2579114
2015-01-07,553.602294921875,2189814
2015-01-08,559.684814453125,1672412
2015-01-09,559.9561157226562,1532294
2015-01-12,557.6046142578125,897684
2015-01-13,564.7498779296875,1478978
2015-01-14,559.390869140625,2831716
2015-01-15,578.0003051757812,2859036
2015-01-16,589.9844970703125,2131084
2015-01-19,602.466064453125,1362458
2015-01-20,599.3232421875,1838290
2015-01-21,599.2327270507812,1391960
2015-01-22,601.44873046875,1815350
2015-01-23,615.8975219726562,4563196
2015-01-27,598.9613037109375,2382932
2015-01-28,595.275634765625,1659912
2015-01-29,586.4570922851562,2952528
2015-01-30,572.1212768554688,1628740
2015-02-02,561.3128662109375,1455970
2015-02-03,542.319091796875,4694416
2015-02-04,547.6328735351562,1828968
2015-02-05,533.50048828125,4854858
2015-02-06,519.9560546875,4184102
2015-02-09,503.5173645019531,5283110
2015-02-10,515.63720703125,4016676
2015-02-11,512.5620727539062,2159236
2015-02-12,513.0369262695312,2265072
2015-02-13,539.3118286132812,5989004
2015-02-16,547.40673828125,4291626
2015-02-18,555.4337768554688,3603180
2015-02-19,565.2474365234375,2829468
2015-02-20,566.197021484375,1295648
2015-02-23,570.3801879882812,2705104
2015-02-24,569.2269897460938,1833458
2015-02-25,573.025634765625,1399182
2015-02-26,565.1116333007812,4445506
2015-02-27,579.0857543945312,2313528
2015-03-02,578.0230102539062,2758186
2015-03-03,556.9940185546875,2632558
2015-03-04,547.70068359375,2727706
2015-03-05,555.6373901367188,1604900
2015-03-09,545.756103515625,1868972
2015-03-10,555.4566040039062,1823950
2015-03-11,569.9506225585938,1966554
2015-03-12,561.290283203125,1995764
2015-03-13,555.2303466796875,1215886
2015-03-16,551.6124267578125,1130904
2015-03-17,557.2653198242188,5156560
2015-03-18,549.6906127929688,1164304
2015-03-19,546.0274658203125,1550130
2015-03-20,526.98828125,3144054
2015-03-23,536.1234741210938,2470122
2015-03-24,539.0855712890625,2037534
2015-03-25,547.3615112304688,1495138
2015-03-26,543.1783447265625,5380628
2015-03-27,537.480224609375,1580906
2015-03-30,542.8165893554688,1381266
2015-03-31,537.16357421875,1622908
2015-04-01,543.6305541992188,1379942
2015-04-06,561.9686279296875,1813774
2015-04-07,573.817138671875,1322082
2015-04-08,576.2366333007812,1054736
2015-04-09,576.3948974609375,1213928
2015-04-10,581.9122924804688,928554
2015-04-13,564.297607421875,1573142
2015-04-15,546.7056884765625,3648224
2015-04-16,555.5695190429688,2282350
2015-04-17,553.7606201171875,914614
2015-04-20,537.1182861328125,3364204
2015-04-21,538.362060546875,1125000
2015-04-22,548.5372924804688,1662436
2015-04-23,542.1608276367188,1658818
2015-04-24,530.0634765625,4042390
2015-04-27,527.2822875976562,2429722
2015-04-28,534.6310424804688,1349770
2015-04-29,530.3123168945312,1009096
