date,adj_close,volume
2015-01-01,79.63380432128906,1478980
2015-01-02,80.72392272949219,2383093
2015-01-05,80.50030517578125,2197057
2015-01-06,77.81695556640625,5923512
2015-01-07,79.6897201538086,5848555
2015-01-08,81.0313720703125,7564225
2015-01-09,78.4039306640625,3778993
2015-01-12,78.26417541503906,3190536
2015-01-13,77.67719268798828,4515434
2015-01-14,77.00638580322266,2736211
2015-01-15,77.81695556640625,7016253
2015-01-16,78.48780059814453,6225934
2015-01-19,79.24249267578125,5186906
2015-01-20,79.857421875,6449028
2015-01-21,80.22078704833984,6947634
2015-01-22,78.3759994506836,6729064
2015-01-23,79.32632446289062,9045246
2015-01-27,80.02511596679688,17981989
2015-01-28,79.857421875,6764469
2015-01-29,79.29839324951172,17553748
2015-01-30,80.30464172363281,22309884
2015-02-02,79.41020202636719,10364854
2015-02-03,80.50030517578125,7781553
2015-02-04,80.2474136352539,4036543
2015-02-05,78.75822448730469,6143088
2015-02-06,78.6739273071289,5976495
2015-02-09,77.99959564208984,3114468
2015-02-10,77.07235717773438,4506774
2015-02-11,78.75822448730469,3522442
2015-02-12,79.85404205322266,5162803
2015-02-13,80.50031280517578,3614205
2015-02-16,80.92176818847656,1945558
2015-02-18,82.07378387451172,4976054
2015-02-19,82.41094970703125,3709054
2015-02-20,81.8489990234375,3178180
2015-02-23,82.07378387451172,6031716
2015-02-24,82.38285827636719,5885637
2015-02-25,82.07378387451172,7538304
2015-02-26,86.17607116699219,25489447
2015-02-27,89.04204559326172,12085627
2015-03-02,89.6321029663086,7853508
2015-03-03,89.18254089355469,5796930
2015-03-04,88.50817108154297,4580594
2015-03-05,88.87345886230469,4307704
2015-03-09,85.3050308227539,3058852
2015-03-10,84.26541137695312,3849673
2015-03-11,86.4008560180664,4759294
2015-03-12,89.74447631835938,23732349
2015-03-13,89.60397338867188,16271358
2015-03-16,87.5809555053711,12014666
2015-03-17,88.70487213134766,6403596
2015-03-18,85.78269958496094,19386136
2015-03-19,86.96279907226562,24922042
2015-03-20,81.76470947265625,20606029
2015-03-23,84.37779998779297,8907972
2015-03-24,85.81079864501953,7701613
2015-03-25,82.80431365966797,19117210
